 wavelength,Qext,Qscat,Qabs,
 5.75000E-07, 2.83657E-01, 1.48467E-04, 2.83508E-01,
 5.76000E-07, 2.85489E-01, 1.49543E-04, 2.85339E-01,
 5.77000E-07, 2.87344E-01, 1.50663E-04, 2.87193E-01,
 5.78000E-07, 2.89222E-01, 1.51827E-04, 2.89070E-01,
 5.79000E-07, 2.91122E-01, 1.53034E-04, 2.90969E-01,
 5.80000E-07, 2.93042E-01, 1.54283E-04, 2.92887E-01,
 5.81000E-07, 2.94981E-01, 1.55576E-04, 2.94825E-01,
 5.82000E-07, 2.96938E-01, 1.56910E-04, 2.96781E-01,
 5.83000E-07, 2.98912E-01, 1.58286E-04, 2.98754E-01,
 5.84000E-07, 3.00902E-01, 1.59704E-04, 3.00742E-01,
 5.85000E-07, 3.02905E-01, 1.61162E-04, 3.02744E-01,
 5.86000E-07, 3.04920E-01, 1.62661E-04, 3.04758E-01,
 5.87000E-07, 3.06946E-01, 1.64199E-04, 3.06782E-01,
 5.88000E-07, 3.08981E-01, 1.65775E-04, 3.08815E-01,
 5.89000E-07, 3.11022E-01, 1.67389E-04, 3.10855E-01,
 5.90000E-07, 3.13069E-01, 1.69040E-04, 3.12900E-01,
 5.91000E-07, 3.15120E-01, 1.70728E-04, 3.14949E-01,
 5.92000E-07, 3.17171E-01, 1.72450E-04, 3.16998E-01,
 5.93000E-07, 3.19221E-01, 1.74206E-04, 3.19047E-01,
 5.94000E-07, 3.21268E-01, 1.75995E-04, 3.21092E-01,
 5.95000E-07, 3.23309E-01, 1.77815E-04, 3.23132E-01,
 5.96000E-07, 3.25343E-01, 1.79665E-04, 3.25163E-01,
 5.97000E-07, 3.27366E-01, 1.81544E-04, 3.27184E-01,
 5.98000E-07, 3.29376E-01, 1.83450E-04, 3.29192E-01,
 5.99000E-07, 3.31370E-01, 1.85381E-04, 3.31185E-01,
 6.00000E-07, 3.33346E-01, 1.87335E-04, 3.33159E-01,
 6.01000E-07, 3.35301E-01, 1.89312E-04, 3.35112E-01,
 6.02000E-07, 3.37233E-01, 1.91309E-04, 3.37042E-01,
 6.03000E-07, 3.39138E-01, 1.93324E-04, 3.38944E-01,
 6.04000E-07, 3.41013E-01, 1.95356E-04, 3.40817E-01,
 6.05000E-07, 3.42856E-01, 1.97401E-04, 3.42658E-01,
 6.06000E-07, 3.44663E-01, 1.99458E-04, 3.44464E-01,
 6.07000E-07, 3.46432E-01, 2.01525E-04, 3.46231E-01,
 6.08000E-07, 3.48160E-01, 2.03599E-04, 3.47956E-01,
 6.09000E-07, 3.49843E-01, 2.05678E-04, 3.49637E-01,
 6.10000E-07, 3.51478E-01, 2.07758E-04, 3.51270E-01,
 6.11000E-07, 3.53063E-01, 2.09839E-04, 3.52853E-01,
 6.12000E-07, 3.54594E-01, 2.11917E-04, 3.54382E-01,
 6.13000E-07, 3.56069E-01, 2.13990E-04, 3.55855E-01,
 6.14000E-07, 3.57484E-01, 2.16054E-04, 3.57268E-01,
 6.15000E-07, 3.58838E-01, 2.18108E-04, 3.58620E-01,
 6.16000E-07, 3.60123E-01, 2.20147E-04, 3.59903E-01,
 6.17000E-07, 3.61338E-01, 2.22168E-04, 3.61116E-01,
 6.18000E-07, 3.62489E-01, 2.24175E-04, 3.62265E-01,
 6.19000E-07, 3.63563E-01, 2.26156E-04, 3.63337E-01,
 6.20000E-07, 3.64560E-01, 2.28113E-04, 3.64332E-01,
 6.21000E-07, 3.65479E-01, 2.30042E-04, 3.65249E-01,
 6.22000E-07, 3.66315E-01, 2.31940E-04, 3.66083E-01,
 6.23000E-07, 3.67069E-01, 2.33806E-04, 3.66835E-01,
 6.24000E-07, 3.67737E-01, 2.35634E-04, 3.67501E-01,
 6.25000E-07, 3.68317E-01, 2.37424E-04, 3.68080E-01,
 6.26000E-07, 3.68807E-01, 2.39173E-04, 3.68568E-01,
 6.27000E-07, 3.69206E-01, 2.40877E-04, 3.68965E-01,
 6.28000E-07, 3.69513E-01, 2.42534E-04, 3.69270E-01,
 6.29000E-07, 3.69725E-01, 2.44142E-04, 3.69481E-01,
 6.30000E-07, 3.69842E-01, 2.45699E-04, 3.69596E-01,
 6.31000E-07, 3.69862E-01, 2.47202E-04, 3.69615E-01,
 6.32000E-07, 3.69785E-01, 2.48648E-04, 3.69536E-01,
 6.33000E-07, 3.69610E-01, 2.50036E-04, 3.69360E-01,
 6.34000E-07, 3.69336E-01, 2.51364E-04, 3.69085E-01,
 6.35000E-07, 3.68964E-01, 2.52630E-04, 3.68712E-01,
 6.36000E-07, 3.68494E-01, 2.53832E-04, 3.68240E-01,
 6.37000E-07, 3.67925E-01, 2.54969E-04, 3.67670E-01,
 6.38000E-07, 3.67258E-01, 2.56039E-04, 3.67002E-01,
 6.39000E-07, 3.66492E-01, 2.57041E-04, 3.66235E-01,
 6.40000E-07, 3.65630E-01, 2.57973E-04, 3.65372E-01,
 6.41000E-07, 3.64671E-01, 2.58835E-04, 3.64413E-01,
 6.42000E-07, 3.63618E-01, 2.59625E-04, 3.63358E-01,
 6.43000E-07, 3.62471E-01, 2.60344E-04, 3.62210E-01,
 6.44000E-07, 3.61231E-01, 2.60989E-04, 3.60970E-01,
 6.45000E-07, 3.59901E-01, 2.61562E-04, 3.59639E-01,
 6.46000E-07, 3.58481E-01, 2.62061E-04, 3.58219E-01,
 6.47000E-07, 3.56974E-01, 2.62486E-04, 3.56712E-01,
 6.48000E-07, 3.55383E-01, 2.62838E-04, 3.55120E-01,
 6.49000E-07, 3.53708E-01, 2.63117E-04, 3.53445E-01,
 6.50000E-07, 3.51952E-01, 2.63323E-04, 3.51689E-01,
 6.51000E-07, 3.50119E-01, 2.63455E-04, 3.49855E-01,
 6.52000E-07, 3.48209E-01, 2.63516E-04, 3.47946E-01,
 6.53000E-07, 3.46227E-01, 2.63505E-04, 3.45963E-01,
 6.54000E-07, 3.44174E-01, 2.63424E-04, 3.43911E-01,
 6.55000E-07, 3.42053E-01, 2.63273E-04, 3.41790E-01,
 6.56000E-07, 3.39868E-01, 2.63053E-04, 3.39605E-01,
 6.57000E-07, 3.37621E-01, 2.62766E-04, 3.37358E-01,
 6.58000E-07, 3.35315E-01, 2.62413E-04, 3.35052E-01,
 6.59000E-07, 3.32952E-01, 2.61994E-04, 3.32690E-01,
 6.60000E-07, 3.30537E-01, 2.61512E-04, 3.30275E-01,
 6.61000E-07, 3.28071E-01, 2.60967E-04, 3.27810E-01,
 6.62000E-07, 3.25558E-01, 2.60362E-04, 3.25298E-01,
 6.63000E-07, 3.23001E-01, 2.59698E-04, 3.22741E-01,
 6.64000E-07, 3.20403E-01, 2.58977E-04, 3.20144E-01,
 6.65000E-07, 3.17766E-01, 2.58200E-04, 3.17508E-01,
 6.66000E-07, 3.15095E-01, 2.57369E-04, 3.14837E-01,
 6.67000E-07, 3.12391E-01, 2.56486E-04, 3.12134E-01,
 6.68000E-07, 3.09657E-01, 2.55553E-04, 3.09402E-01,
 6.69000E-07, 3.06897E-01, 2.54572E-04, 3.06643E-01,
 6.70000E-07, 3.04113E-01, 2.53544E-04, 3.03859E-01,
 6.71000E-07, 3.01308E-01, 2.52471E-04, 3.01055E-01,
 6.72000E-07, 2.98484E-01, 2.51356E-04, 2.98232E-01,
 6.73000E-07, 2.95644E-01, 2.50200E-04, 2.95393E-01,
 6.74000E-07, 2.92790E-01, 2.49004E-04, 2.92541E-01,
 6.75000E-07, 2.89925E-01, 2.47772E-04, 2.89677E-01,
 6.76000E-07, 2.87052E-01, 2.46504E-04, 2.86805E-01,
 6.77000E-07, 2.84172E-01, 2.45203E-04, 2.83927E-01,
 6.78000E-07, 2.81288E-01, 2.43870E-04, 2.81044E-01,
 6.79000E-07, 2.78401E-01, 2.42507E-04, 2.78158E-01,
 6.80000E-07, 2.75514E-01, 2.41116E-04, 2.75273E-01,
 6.81000E-07, 2.72629E-01, 2.39699E-04, 2.72390E-01,
 6.82000E-07, 2.69748E-01, 2.38257E-04, 2.69510E-01,
 6.83000E-07, 2.66873E-01, 2.36792E-04, 2.66636E-01,
 6.84000E-07, 2.64004E-01, 2.35305E-04, 2.63769E-01,
 6.85000E-07, 2.61144E-01, 2.33799E-04, 2.60910E-01,
 6.86000E-07, 2.58295E-01, 2.32275E-04, 2.58062E-01,
 6.87000E-07, 2.55457E-01, 2.30733E-04, 2.55226E-01,
 6.88000E-07, 2.52632E-01, 2.29177E-04, 2.52403E-01,
 6.89000E-07, 2.49823E-01, 2.27606E-04, 2.49595E-01,
 6.90000E-07, 2.47028E-01, 2.26023E-04, 2.46802E-01,
 6.91000E-07, 2.44251E-01, 2.24429E-04, 2.44026E-01,
 6.92000E-07, 2.41491E-01, 2.22825E-04, 2.41268E-01,
 6.93000E-07, 2.38750E-01, 2.21212E-04, 2.38529E-01,
 6.94000E-07, 2.36030E-01, 2.19592E-04, 2.35810E-01,
 6.95000E-07, 2.33330E-01, 2.17966E-04, 2.33112E-01,
 6.96000E-07, 2.30651E-01, 2.16334E-04, 2.30435E-01,
 6.97000E-07, 2.27995E-01, 2.14699E-04, 2.27780E-01,
 6.98000E-07, 2.25362E-01, 2.13060E-04, 2.25149E-01,
 6.99000E-07, 2.22752E-01, 2.11419E-04, 2.22541E-01,
 7.00000E-07, 2.20167E-01, 2.09776E-04, 2.19958E-01,
 7.01000E-07, 2.17607E-01, 2.08134E-04, 2.17399E-01,
 7.02000E-07, 2.15071E-01, 2.06492E-04, 2.14865E-01,
 7.03000E-07, 2.12562E-01, 2.04851E-04, 2.12357E-01,
 7.04000E-07, 2.10078E-01, 2.03212E-04, 2.09875E-01,
 7.05000E-07, 2.07620E-01, 2.01577E-04, 2.07419E-01,
 7.06000E-07, 2.05189E-01, 1.99945E-04, 2.04990E-01,
 7.07000E-07, 2.02785E-01, 1.98317E-04, 2.02587E-01,
 7.08000E-07, 2.00409E-01, 1.96693E-04, 2.00212E-01,
 7.09000E-07, 1.98059E-01, 1.95076E-04, 1.97864E-01,
 7.10000E-07, 1.95737E-01, 1.93464E-04, 1.95543E-01,
 7.11000E-07, 1.93441E-01, 1.91858E-04, 1.93250E-01,
 7.12000E-07, 1.91174E-01, 1.90260E-04, 1.90984E-01,
 7.13000E-07, 1.88934E-01, 1.88669E-04, 1.88746E-01,
 7.14000E-07, 1.86722E-01, 1.87086E-04, 1.86535E-01,
 7.15000E-07, 1.84538E-01, 1.85512E-04, 1.84352E-01,
 7.16000E-07, 1.82380E-01, 1.83946E-04, 1.82197E-01,
 7.17000E-07, 1.80251E-01, 1.82389E-04, 1.80068E-01,
 7.18000E-07, 1.78149E-01, 1.80841E-04, 1.77968E-01,
 7.19000E-07, 1.76074E-01, 1.79303E-04, 1.75894E-01,
 7.20000E-07, 1.74026E-01, 1.77776E-04, 1.73848E-01,
 7.21000E-07, 1.72005E-01, 1.76258E-04, 1.71829E-01,
 7.22000E-07, 1.70011E-01, 1.74751E-04, 1.69837E-01,
 7.23000E-07, 1.68044E-01, 1.73254E-04, 1.67871E-01,
 7.24000E-07, 1.66104E-01, 1.71769E-04, 1.65932E-01,
 7.25000E-07, 1.64189E-01, 1.70294E-04, 1.64019E-01,
 7.26000E-07, 1.62301E-01, 1.68831E-04, 1.62133E-01,
 7.27000E-07, 1.60439E-01, 1.67379E-04, 1.60272E-01,
 7.28000E-07, 1.58603E-01, 1.65939E-04, 1.58437E-01,
 7.29000E-07, 1.56792E-01, 1.64510E-04, 1.56627E-01,
 7.30000E-07, 1.55006E-01, 1.63093E-04, 1.54843E-01,
 7.31000E-07, 1.53245E-01, 1.61688E-04, 1.53084E-01,
 7.32000E-07, 1.51509E-01, 1.60295E-04, 1.51349E-01,
 7.33000E-07, 1.49798E-01, 1.58914E-04, 1.49639E-01,
 7.34000E-07, 1.48110E-01, 1.57545E-04, 1.47953E-01,
 7.35000E-07, 1.46447E-01, 1.56188E-04, 1.46290E-01,
 7.36000E-07, 1.44807E-01, 1.54843E-04, 1.44652E-01,
 7.37000E-07, 1.43190E-01, 1.53511E-04, 1.43037E-01,
 7.38000E-07, 1.41597E-01, 1.52190E-04, 1.41444E-01,
 7.39000E-07, 1.40026E-01, 1.50882E-04, 1.39875E-01,
 7.40000E-07, 1.38478E-01, 1.49586E-04, 1.38328E-01,
 7.41000E-07, 1.36952E-01, 1.48302E-04, 1.36803E-01,
 7.42000E-07, 1.35448E-01, 1.47030E-04, 1.35300E-01,
 7.43000E-07, 1.33965E-01, 1.45771E-04, 1.33819E-01,
 7.44000E-07, 1.32504E-01, 1.44523E-04, 1.32359E-01,
 7.45000E-07, 1.31064E-01, 1.43288E-04, 1.30921E-01,
 7.46000E-07, 1.29645E-01, 1.42065E-04, 1.29503E-01,
 7.47000E-07, 1.28246E-01, 1.40853E-04, 1.28105E-01,
 7.48000E-07, 1.26867E-01, 1.39654E-04, 1.26728E-01,
 7.49000E-07, 1.25508E-01, 1.38466E-04, 1.25370E-01,
 7.50000E-07, 1.24169E-01, 1.37291E-04, 1.24032E-01,
 7.51000E-07, 1.22849E-01, 1.36127E-04, 1.22713E-01,
 7.52000E-07, 1.21549E-01, 1.34974E-04, 1.21414E-01,
 7.53000E-07, 1.20267E-01, 1.33834E-04, 1.20133E-01,
 7.54000E-07, 1.19003E-01, 1.32705E-04, 1.18870E-01,
 7.55000E-07, 1.17758E-01, 1.31587E-04, 1.17626E-01,
 7.56000E-07, 1.16530E-01, 1.30481E-04, 1.16400E-01,
 7.57000E-07, 1.15320E-01, 1.29386E-04, 1.15191E-01,
 7.58000E-07, 1.14128E-01, 1.28302E-04, 1.14000E-01,
 7.59000E-07, 1.12953E-01, 1.27229E-04, 1.12826E-01,
 7.60000E-07, 1.11794E-01, 1.26168E-04, 1.11668E-01,
 7.61000E-07, 1.10653E-01, 1.25117E-04, 1.10528E-01,
 7.62000E-07, 1.09527E-01, 1.24077E-04, 1.09403E-01,
 7.63000E-07, 1.08418E-01, 1.23048E-04, 1.08295E-01,
 7.64000E-07, 1.07324E-01, 1.22030E-04, 1.07202E-01,
 7.65000E-07, 1.06246E-01, 1.21022E-04, 1.06125E-01,
 7.66000E-07, 1.05184E-01, 1.20024E-04, 1.05064E-01,
 7.67000E-07, 1.04136E-01, 1.19037E-04, 1.04017E-01,
 7.68000E-07, 1.03103E-01, 1.18061E-04, 1.02985E-01,
 7.69000E-07, 1.02085E-01, 1.17094E-04, 1.01968E-01,
 7.70000E-07, 1.01082E-01, 1.16137E-04, 1.00965E-01,
 7.71000E-07, 1.00092E-01, 1.15191E-04, 9.99767E-02,
 7.72000E-07, 9.91163E-02, 1.14254E-04, 9.90021E-02,
 7.73000E-07, 9.81544E-02, 1.13327E-04, 9.80410E-02,
 7.74000E-07, 9.72059E-02, 1.12410E-04, 9.70935E-02,
 7.75000E-07, 9.62707E-02, 1.11503E-04, 9.61592E-02,
 7.76000E-07, 9.53485E-02, 1.10604E-04, 9.52379E-02,
 7.77000E-07, 9.44392E-02, 1.09716E-04, 9.43295E-02,
 7.78000E-07, 9.35426E-02, 1.08836E-04, 9.34338E-02,
 7.79000E-07, 9.26583E-02, 1.07966E-04, 9.25504E-02,
 7.80000E-07, 9.17863E-02, 1.07104E-04, 9.16792E-02,
 7.81000E-07, 9.09263E-02, 1.06252E-04, 9.08201E-02,
 7.82000E-07, 9.00782E-02, 1.05409E-04, 8.99728E-02,
 7.83000E-07, 8.92417E-02, 1.04574E-04, 8.91371E-02,
 7.84000E-07, 8.84166E-02, 1.03748E-04, 8.83129E-02,
 7.85000E-07, 8.76028E-02, 1.02930E-04, 8.74999E-02,
 7.86000E-07, 8.68001E-02, 1.02121E-04, 8.66980E-02,
 7.87000E-07, 8.60084E-02, 1.01321E-04, 8.59071E-02,
 7.88000E-07, 8.52273E-02, 1.00529E-04, 8.51268E-02,
 7.89000E-07, 8.44568E-02, 9.97444E-05, 8.43571E-02,
 7.90000E-07, 8.36967E-02, 9.89684E-05, 8.35977E-02,
 7.91000E-07, 8.29468E-02, 9.82004E-05, 8.28486E-02,
 7.92000E-07, 8.22070E-02, 9.74403E-05, 8.21095E-02,
 7.93000E-07, 8.14770E-02, 9.66881E-05, 8.13803E-02,
 7.94000E-07, 8.07568E-02, 9.59435E-05, 8.06609E-02,
 7.95000E-07, 8.00462E-02, 9.52066E-05, 7.99510E-02,
 7.96000E-07, 7.93450E-02, 9.44773E-05, 7.92505E-02,
 7.97000E-07, 7.86530E-02, 9.37554E-05, 7.85593E-02,
 7.98000E-07, 7.79702E-02, 9.30408E-05, 7.78772E-02,
 7.99000E-07, 7.72964E-02, 9.23336E-05, 7.72040E-02,
 8.00000E-07, 7.66314E-02, 9.16335E-05, 7.65397E-02,
